,trial,uuid,label,ratio,gender
333,3,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,2.0,f
334,4,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,2.0,f
335,5,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.5,f
336,6,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.25,f
337,7,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,2.0,f
338,8,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.5,f
339,9,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,2.0,f
340,10,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.25,f
341,11,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.5,f
342,12,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.25,f
343,13,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.166666667,f
344,14,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.25,f
345,15,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.142857143,f
346,16,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.166666667,f
347,17,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.142857143,f
348,18,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.25,f
349,19,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.166666667,f
350,20,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.142857143,f
351,21,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.142857143,f
352,22,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.111111111,f
353,23,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.166666667,f
354,24,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.111111111,f
355,25,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.111111111,f
356,26,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,0.0,1.166666667,f
357,27,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.111111111,f
358,28,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.142857143,f
359,29,32b945b2-d9f7-4b7e-aac6-903204d0b1e7,1.0,1.111111111,f
360,0,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.111111111,m
361,1,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.142857143,m
362,2,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.111111111,m
363,3,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.166666667,m
364,4,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.111111111,m
365,5,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.111111111,m
366,6,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.166666667,m
367,7,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.111111111,m
368,8,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.142857143,m
369,9,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.142857143,m
370,10,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.166666667,m
371,11,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.25,m
372,12,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.142857143,m
373,13,da11a001-c47e-49f2-9b03-692baa6841ff,0.5,1.166666667,m
374,14,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.142857143,m
375,15,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.25,m
376,16,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.166666667,m
377,17,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.25,m
378,18,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.5,m
379,19,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.25,m
380,20,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,2.0,m
381,21,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.5,m
382,22,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,2.0,m
383,23,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.25,m
384,24,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.5,m
385,25,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,2.0,m
386,26,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,2.0,m
387,27,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.5,m
388,28,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,1.5,m
389,29,da11a001-c47e-49f2-9b03-692baa6841ff,0.0,2.0,m
390,0,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,2.0,f
391,1,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.5,f
392,2,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.5,f
393,3,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.5,2.0,f
394,4,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,2.0,f
395,5,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.5,f
396,6,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.25,f
397,7,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,2.0,f
398,8,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.5,f
399,9,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,2.0,f
400,10,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.25,f
401,11,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.5,f
402,12,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.25,f
403,13,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,1.0,1.166666667,f
404,14,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.25,f
405,15,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.142857143,f
406,16,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.166666667,f
407,17,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,1.0,1.142857143,f
408,18,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,1.0,1.25,f
409,19,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.166666667,f
410,20,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.142857143,f
411,21,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.142857143,f
412,22,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,1.0,1.111111111,f
413,23,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.166666667,f
414,24,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.111111111,f
415,25,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.111111111,f
416,26,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.166666667,f
417,27,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.111111111,f
418,28,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.142857143,f
419,29,0b5b0824-6ade-4cb8-9000-32abf0ab9a49,0.0,1.111111111,f
420,0,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.111111111,f
421,1,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.142857143,f
422,2,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.111111111,f
423,3,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.166666667,f
424,4,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.111111111,f
425,5,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.111111111,f
426,6,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.166666667,f
427,7,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.111111111,f
428,8,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.142857143,f
429,9,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.142857143,f
430,10,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.166666667,f
431,11,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.25,f
432,12,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.142857143,f
433,13,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.166666667,f
434,14,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.142857143,f
435,15,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.25,f
436,16,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.166666667,f
437,17,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.25,f
438,18,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.5,f
439,19,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.25,f
440,20,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,2.0,f
441,21,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.5,f
442,22,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,2.0,f
443,23,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.25,f
444,24,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.5,f
445,25,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,2.0,f
446,26,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,2.0,f
447,27,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.5,f
448,28,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,1.5,f
449,29,97c6e4bf-e659-4606-97cf-3d649a7af8dd,0.5,2.0,f
450,0,cb747461-6274-40a7-910b-b21de2caaffd,1.0,2.0,m
451,1,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.5,m
452,2,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.5,m
453,3,cb747461-6274-40a7-910b-b21de2caaffd,0.0,2.0,m
454,4,cb747461-6274-40a7-910b-b21de2caaffd,0.0,2.0,m
455,5,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.5,m
456,6,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.25,m
457,7,cb747461-6274-40a7-910b-b21de2caaffd,1.0,2.0,m
458,8,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.5,m
459,9,cb747461-6274-40a7-910b-b21de2caaffd,1.0,2.0,m
460,10,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.25,m
461,11,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.5,m
462,12,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.25,m
463,13,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.166666667,m
464,14,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.25,m
465,15,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.142857143,m
466,16,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.166666667,m
467,17,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.142857143,m
468,18,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.25,m
469,19,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.166666667,m
470,20,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.142857143,m
471,21,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.142857143,m
472,22,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.111111111,m
473,23,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.166666667,m
474,24,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.111111111,m
475,25,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.111111111,m
476,26,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.166666667,m
477,27,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.111111111,m
478,28,cb747461-6274-40a7-910b-b21de2caaffd,1.0,1.142857143,m
479,29,cb747461-6274-40a7-910b-b21de2caaffd,0.0,1.111111111,m
480,0,e1551e54-d4ad-487e-8f9a-f787ab9211fb,1.0,2.0,f
481,1,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.5,f
482,2,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.5,f
483,3,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,2.0,f
484,4,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,2.0,f
485,5,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.5,f
486,6,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.25,f
487,7,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,2.0,f
488,8,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.5,f
489,9,e1551e54-d4ad-487e-8f9a-f787ab9211fb,1.0,2.0,f
490,10,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.25,f
491,11,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.5,f
492,12,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.25,f
493,13,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.166666667,f
494,14,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.5,1.25,f
495,15,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.142857143,f
496,16,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.166666667,f
497,17,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.142857143,f
498,18,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.25,f
499,19,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.166666667,f
500,20,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.142857143,f
501,21,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.142857143,f
502,22,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.111111111,f
503,23,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.166666667,f
504,24,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.111111111,f
505,25,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.5,1.111111111,f
506,26,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.166666667,f
507,27,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.111111111,f
508,28,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.142857143,f
509,29,e1551e54-d4ad-487e-8f9a-f787ab9211fb,0.0,1.111111111,f
510,0,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,2.0,f
511,1,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.5,f
512,2,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.5,f
513,3,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,2.0,f
514,4,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,2.0,f
515,5,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.5,f
516,6,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.25,f
517,7,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,2.0,f
518,8,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.5,f
519,9,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,2.0,f
520,10,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.25,f
521,11,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.5,f
522,12,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.25,f
523,13,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.166666667,f
524,14,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.25,f
525,15,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.142857143,f
526,16,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.166666667,f
527,17,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.142857143,f
528,18,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.25,f
529,19,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.166666667,f
530,20,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.142857143,f
531,21,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.142857143,f
532,22,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.111111111,f
533,23,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.166666667,f
534,24,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.111111111,f
535,25,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.111111111,f
536,26,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.166666667,f
537,27,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.111111111,f
538,28,bf761175-d9a7-492d-92c4-138a996d5e52,0.0,1.142857143,f
539,29,bf761175-d9a7-492d-92c4-138a996d5e52,1.0,1.111111111,f
540,0,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,2.0,m
541,1,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.5,m
542,2,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.5,m
543,3,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,2.0,m
544,4,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,2.0,m
545,5,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.5,m
546,6,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.25,m
547,7,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,2.0,m
548,8,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.5,m
549,9,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,2.0,m
550,10,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.25,m
551,11,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.5,m
552,12,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.25,m
553,13,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.5,1.166666667,m
554,14,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.25,m
555,15,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,1.0,1.142857143,m
556,16,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.166666667,m
557,17,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.142857143,m
558,18,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.25,m
559,19,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.166666667,m
560,20,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.142857143,m
561,21,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.142857143,m
562,22,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.111111111,m
563,23,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.5,1.166666667,m
564,24,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.5,1.111111111,m
565,25,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.111111111,m
566,26,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.5,1.166666667,m
567,27,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.111111111,m
568,28,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.142857143,m
569,29,ab1237bf-121d-4d5f-8f3b-6d7c60fd0727,0.0,1.111111111,m
570,0,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,2.0,m
571,1,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.5,m
572,2,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.5,m
573,3,f041289d-8e17-4dd1-ba85-403b92953a56,1.0,2.0,m
574,4,f041289d-8e17-4dd1-ba85-403b92953a56,0.5,2.0,m
575,5,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.5,m
576,6,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.25,m
577,7,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,2.0,m
578,8,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.5,m
579,9,f041289d-8e17-4dd1-ba85-403b92953a56,1.0,2.0,m
580,10,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.25,m
581,11,f041289d-8e17-4dd1-ba85-403b92953a56,1.0,1.5,m
582,12,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.25,m
583,13,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.166666667,m
584,14,f041289d-8e17-4dd1-ba85-403b92953a56,0.5,1.25,m
585,15,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.142857143,m
586,16,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.166666667,m
587,17,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.142857143,m
588,18,f041289d-8e17-4dd1-ba85-403b92953a56,1.0,1.25,m
589,19,f041289d-8e17-4dd1-ba85-403b92953a56,0.5,1.166666667,m
590,20,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.142857143,m
591,21,f041289d-8e17-4dd1-ba85-403b92953a56,0.5,1.142857143,m
592,22,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.111111111,m
593,23,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.166666667,m
594,24,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.111111111,m
595,25,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.111111111,m
596,26,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.166666667,m
597,27,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.111111111,m
598,28,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.142857143,m
599,29,f041289d-8e17-4dd1-ba85-403b92953a56,0.0,1.111111111,m
600,0,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,2.0,m
601,1,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.5,m
602,2,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.5,m
603,3,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,2.0,m
604,4,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,2.0,m
605,5,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.5,m
606,6,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.25,m
607,7,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,2.0,m
608,8,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.5,m
609,9,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,2.0,m
610,10,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.25,m
611,11,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.5,m
612,12,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.25,m
613,13,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.166666667,m
614,14,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.25,m
615,15,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.142857143,m
616,16,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.166666667,m
617,17,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.142857143,m
618,18,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.25,m
619,19,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.166666667,m
620,20,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.142857143,m
621,21,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.142857143,m
622,22,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.111111111,m
623,23,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.166666667,m
624,24,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.111111111,m
625,25,8c771174-d5b4-4357-b1b1-e3e8a165f579,1.0,1.111111111,m
626,26,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.166666667,m
627,27,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.111111111,m
628,28,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.142857143,m
629,29,8c771174-d5b4-4357-b1b1-e3e8a165f579,0.0,1.111111111,m
630,0,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,2.0,m
631,1,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.5,m
632,2,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.5,m
633,3,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,2.0,m
634,4,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,2.0,m
635,5,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.5,m
636,6,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.25,m
637,7,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,2.0,m
638,8,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.5,m
639,9,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,2.0,m
640,10,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.25,m
641,11,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.5,m
642,12,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.25,m
643,13,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.166666667,m
644,14,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.25,m
645,15,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.142857143,m
646,16,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.166666667,m
647,17,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.142857143,m
648,18,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.25,m
649,19,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.166666667,m
650,20,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.142857143,m
651,21,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.142857143,m
652,22,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.111111111,m
653,23,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.5,1.166666667,m
654,24,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.111111111,m
655,25,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.111111111,m
656,26,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.166666667,m
657,27,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.111111111,m
658,28,6fa896fe-5a79-4ec4-88e6-500392ee6700,1.0,1.142857143,m
659,29,6fa896fe-5a79-4ec4-88e6-500392ee6700,0.0,1.111111111,m
660,0,6301f0f2-547c-472b-a20d-f64516a36723,0.0,2.0,f
661,1,6301f0f2-547c-472b-a20d-f64516a36723,0.0,1.5,f
662,2,6301f0f2-547c-472b-a20d-f64516a36723,0.0,1.5,f
663,3,6301f0f2-547c-472b-a20d-f64516a36723,0.0,2.0,f
664,4,6301f0f2-547c-472b-a20d-f64516a36723,0.0,2.0,f
665,5,6301f0f2-547c-472b-a20d-f64516a36723,0.0,1.5,f
